Name,Contact_No,Crime_Type,Intensity_Level,Witness_Info,Location,Latitude,Longitude,Timestamp,Description
User_365,03288562494,Motorcycle Theft,Medium,[],Satellite Town Area,30.264836,67.027979,2024-06-04T08:08:00,Motorcycle lock broken at market parking.
User_717,03122322504,Car Theft,Medium,"[{""Name"": ""Witness_44"", ""Contact_No"": ""03459040782""}]",Hazara Town Area,30.145496,66.965192,2024-06-04T12:53:00,Car jacked from the market parking.
User_193,03152276901,Mobile Snatching,Low,[],Nawa Killi Area,30.206187,67.017014,2024-06-05T15:09:00,Victim robbed of mobile while walking.
User_101,03411511276,Robbery,High,"[{""Name"": ""Witness_43"", ""Contact_No"": ""03123148177""}, {""Name"": ""Witness_47"", ""Contact_No"": ""03325219148""}]",Cantonment Area,30.208846,67.035015,2024-06-07T22:09:00,Victim intercepted and robbed at gunpoint.
User_388,03147396181,Assault,Low,"[{""Name"": ""Witness_73"", ""Contact_No"": ""03306210278""}]",Jinnah Road Area,30.20472,67.005175,2024-06-08T10:33:00,Physical altercation outside a local cafe.
User_595,03381893849,Mobile Snatching,Medium,[],Hazara Town Area,30.195023,66.963812,2024-06-08T15:08:00,Victim robbed of mobile while walking.
User_246,03349940962,Robbery,High,"[{""Name"": ""Witness_19"", ""Contact_No"": ""03183744157""}, {""Name"": ""Witness_21"", ""Contact_No"": ""03392450649""}, {""Name"": ""Witness_15"", ""Contact_No"": ""03117598168""}]",Hazara Town Area,30.172574,66.961783,2024-06-09T12:49:00,Armed individuals looted the shop.
User_614,03278785774,Robbery,High,"[{""Name"": ""Witness_98"", ""Contact_No"": ""03156696736""}, {""Name"": ""Witness_23"", ""Contact_No"": ""03414108490""}]",Satellite Town Area,30.232824,67.035205,2024-06-09T14:10:00,Victim intercepted and robbed at gunpoint.
User_672,03369758603,Motorcycle Theft,Medium,"[{""Name"": ""Witness_80"", ""Contact_No"": ""03248994876""}]",Zarghoon Road Area,30.209256,67.026535,2024-06-09T17:41:00,Bike stolen from outside the house.
User_563,03293949513,Motorcycle Theft,Medium,[],Hazara Town Area,30.187512,66.954553,2024-06-09T20:41:00,Motorcycle lock broken at market parking.
User_960,03351105473,Motorcycle Theft,Medium,[],Jinnah Road Area,30.204539,67.033902,2024-06-10T10:49:00,Bike stolen from outside the house.
User_712,03152371436,Motorcycle Theft,Low,[],Satellite Town Area,30.226387,66.989801,2024-06-10T11:38:00,Bike stolen from outside the house.
User_662,03368892806,Motorcycle Theft,Medium,[],Sariab Road Area,30.148067,66.96314,2024-06-10T23:08:00,Bike stolen from outside the house.
User_289,03315280460,Assault,High,"[{""Name"": ""Witness_48"", ""Contact_No"": ""03409259085""}, {""Name"": ""Witness_19"", ""Contact_No"": ""03484762116""}, {""Name"": ""Witness_39"", ""Contact_No"": ""03363889158""}]",Hazara Town Area,30.175776,66.961019,2024-06-11T10:03:00,Physical altercation outside a local cafe.
User_522,03413039610,Robbery,High,"[{""Name"": ""Witness_18"", ""Contact_No"": ""03375600102""}, {""Name"": ""Witness_82"", ""Contact_No"": ""03341555862""}, {""Name"": ""Witness_78"", ""Contact_No"": ""03359279893""}, {""Name"": ""Witness_81"", ""Contact_No"": ""03471360837""}]",Sariab Road Area,30.16105,67.000366,2024-06-11T11:54:00,Victim intercepted and robbed at gunpoint.
User_365,03258884504,Motorcycle Theft,Medium,"[{""Name"": ""Witness_21"", ""Contact_No"": ""03276522629""}]",Jinnah Road Area,30.208284,67.00233,2024-06-11T18:34:00,Bike stolen from outside the house.
User_772,03261524827,Mobile Snatching,Low,[],Nawa Killi Area,30.242109,67.024998,2024-06-12T10:05:00,Victim robbed of mobile while walking.
User_761,03164306605,Assault,Low,"[{""Name"": ""Witness_39"", ""Contact_No"": ""03155335957""}]",Nawa Killi Area,30.233145,67.009732,2024-06-12T19:44:00,Street fight resulting in moderate injuries.
User_147,03317078070,Mobile Snatching,Low,[],Hazara Town Area,30.174404,66.969874,2024-06-14T10:00:00,Phone snatched by two riders on a bike.
User_118,03374959330,Mobile Snatching,Low,"[{""Name"": ""Witness_87"", ""Contact_No"": ""03355440380""}]",Zarghoon Road Area,30.194139,66.998135,2024-06-15T15:16:00,Victim robbed of mobile while walking.
User_797,03116586806,Mobile Snatching,Low,"[{""Name"": ""Witness_71"", ""Contact_No"": ""03447945547""}]",Nawa Killi Area,30.211583,67.009802,2024-06-17T19:33:00,Phone snatched by two riders on a bike.
User_113,03137897109,Robbery,High,"[{""Name"": ""Witness_31"", ""Contact_No"": ""03174386983""}, {""Name"": ""Witness_95"", ""Contact_No"": ""03452174624""}, {""Name"": ""Witness_78"", ""Contact_No"": ""03181499329""}, {""Name"": ""Witness_75"", ""Contact_No"": ""03216210979""}]",Nawa Killi Area,30.223065,66.979954,2024-06-19T09:47:00,Armed individuals looted the shop.
User_384,03335091744,Mobile Snatching,Low,"[{""Name"": ""Witness_90"", ""Contact_No"": ""03276640461""}]",Nawa Killi Area,30.246055,67.018711,2024-06-20T09:34:00,Phone snatched by two riders on a bike.
User_240,03414630415,Motorcycle Theft,Medium,"[{""Name"": ""Witness_57"", ""Contact_No"": ""03418206397""}]",Nawa Killi Area,30.245753,67.025284,2024-06-20T14:55:00,Bike stolen from outside the house.
User_608,03491543065,Motorcycle Theft,Medium,"[{""Name"": ""Witness_16"", ""Contact_No"": ""03336509188""}]",Cantonment Area,30.18854,67.027882,2024-06-21T16:35:00,Motorcycle lock broken at market parking.
User_813,03316745830,Mobile Snatching,Low,"[{""Name"": ""Witness_66"", ""Contact_No"": ""03146089938""}]",Zarghoon Road Area,30.195596,67.012771,2024-06-21T18:55:00,Victim robbed of mobile while walking.
User_924,03401063016,Motorcycle Theft,Medium,[],Hazara Town Area,30.17897,66.941379,2024-06-22T19:23:00,Bike stolen from outside the house.
User_677,03227757834,Robbery,Critical,"[{""Name"": ""Witness_60"", ""Contact_No"": ""03406546626""}, {""Name"": ""Witness_36"", ""Contact_No"": ""03308516868""}, {""Name"": ""Witness_92"", ""Contact_No"": ""03194793235""}, {""Name"": ""Witness_90"", ""Contact_No"": ""03344525843""}]",Zarghoon Road Area,30.192853,67.009671,2024-06-23T00:56:00,Armed individuals looted the shop.
User_993,03239647184,Motorcycle Theft,Medium,"[{""Name"": ""Witness_12"", ""Contact_No"": ""03247614085""}]",Cantonment Area,30.199771,67.040444,2024-06-23T01:47:00,Motorcycle lock broken at market parking.
User_346,03152009193,Mobile Snatching,Medium,"[{""Name"": ""Witness_69"", ""Contact_No"": ""03281706999""}]",Sariab Road Area,30.150743,67.011712,2024-06-24T13:20:00,Phone snatched by two riders on a bike.
User_631,03485334048,Mobile Snatching,High,"[{""Name"": ""Witness_91"", ""Contact_No"": ""03348784508""}, {""Name"": ""Witness_24"", ""Contact_No"": ""03243055649""}, {""Name"": ""Witness_88"", ""Contact_No"": ""03332068612""}]",Hazara Town Area,30.15446,66.967652,2024-06-25T11:18:00,Phone snatched by two riders on a bike.
User_122,03369281557,Robbery,High,"[{""Name"": ""Witness_93"", ""Contact_No"": ""03304623080""}, {""Name"": ""Witness_80"", ""Contact_No"": ""03104366468""}]",Zarghoon Road Area,30.203211,67.025377,2024-06-26T16:07:00,Victim intercepted and robbed at gunpoint.
User_468,03455900216,Mobile Snatching,Low,[],Sariab Road Area,30.130766,66.986004,2024-06-26T20:15:00,Phone snatched by two riders on a bike.
User_205,03418984047,Mobile Snatching,Low,[],Zarghoon Road Area,30.232829,67.010055,2024-06-27T00:31:00,Phone snatched by two riders on a bike.
User_327,03382388815,Motorcycle Theft,Medium,"[{""Name"": ""Witness_70"", ""Contact_No"": ""03175737059""}]",Jinnah Road Area,30.176097,67.00917,2024-06-27T16:13:00,Motorcycle lock broken at market parking.
User_472,03429104495,Mobile Snatching,Low,[],Nawa Killi Area,30.248353,67.018418,2024-06-28T11:01:00,Phone snatched by two riders on a bike.
User_654,03354823225,Mobile Snatching,Low,[],Jinnah Road Area,30.192805,67.025926,2024-06-29T15:11:00,Victim robbed of mobile while walking.
User_770,03403357862,Mobile Snatching,Medium,[],Zarghoon Road Area,30.206783,67.003474,2024-06-29T15:41:00,Phone snatched by two riders on a bike.
User_202,03121766599,Mobile Snatching,Low,[],Hazara Town Area,30.178545,66.943527,2024-06-30T10:07:00,Phone snatched by two riders on a bike.
User_328,03369868640,Motorcycle Theft,Medium,"[{""Name"": ""Witness_59"", ""Contact_No"": ""03385051950""}]",Cantonment Area,30.210598,67.006962,2024-06-30T12:43:00,Motorcycle lock broken at market parking.
User_149,03346583435,Mobile Snatching,Low,"[{""Name"": ""Witness_74"", ""Contact_No"": ""03355783301""}]",Jinnah Road Area,30.194705,66.998508,2024-06-30T14:28:00,Victim robbed of mobile while walking.
User_346,03128060511,Car Theft,Medium,"[{""Name"": ""Witness_12"", ""Contact_No"": ""03385110293""}]",Hazara Town Area,30.230676,66.958023,2024-06-30T21:38:00,Car jacked from the market parking.
User_555,03358324633,Mobile Snatching,Low,"[{""Name"": ""Witness_99"", ""Contact_No"": ""03317596240""}]",Zarghoon Road Area,30.197453,67.026974,2024-07-02T08:46:00,Victim robbed of mobile while walking.
User_714,03293585225,Robbery,High,"[{""Name"": ""Witness_71"", ""Contact_No"": ""03229243453""}, {""Name"": ""Witness_41"", ""Contact_No"": ""03213117812""}]",Sariab Road Area,30.169423,67.006782,2024-07-03T18:27:00,Armed individuals looted the shop.
User_455,03143395308,Motorcycle Theft,Medium,"[{""Name"": ""Witness_79"", ""Contact_No"": ""03146359472""}]",Hazara Town Area,30.168078,66.934989,2024-07-04T15:20:00,Bike stolen from outside the house.
User_139,03108350419,Assault,Low,[],Hazara Town Area,30.163874,66.954956,2024-07-04T17:05:00,Physical altercation outside a local cafe.
User_655,03346052833,Motorcycle Theft,Medium,[],Jinnah Road Area,30.205978,67.005797,2024-07-06T13:23:00,Bike stolen from outside the house.
User_568,03363037397,Assault,Low,"[{""Name"": ""Witness_71"", ""Contact_No"": ""03122808002""}]",Hazara Town Area,30.192583,66.950774,2024-07-08T19:28:00,Street fight resulting in moderate injuries.
User_743,03425240071,Motorcycle Theft,Medium,[],Hazara Town Area,30.184376,66.935963,2024-07-09T18:00:00,Bike stolen from outside the house.
User_910,03143044004,Motorcycle Theft,Medium,[],Hazara Town Area,30.170811,66.942872,2024-07-11T18:19:00,Bike stolen from outside the house.
User_950,03217442662,Motorcycle Theft,Medium,[],Satellite Town Area,30.203079,67.011116,2024-07-12T12:25:00,Motorcycle lock broken at market parking.
User_300,03346932550,Assault,Medium,"[{""Name"": ""Witness_74"", ""Contact_No"": ""03209236142""}]",Jinnah Road Area,30.187615,66.98548,2024-07-13T17:34:00,Physical altercation outside a local cafe.
User_519,03473454100,Mobile Snatching,Low,[],Hazara Town Area,30.18131,66.89617,2024-07-14T19:18:00,Victim robbed of mobile while walking.
User_197,03201826853,Motorcycle Theft,Medium,[],Satellite Town Area,30.249285,67.013188,2024-07-15T19:51:00,Bike stolen from outside the house.
User_679,03369856112,Motorcycle Theft,Medium,"[{""Name"": ""Witness_20"", ""Contact_No"": ""03408162976""}]",Hazara Town Area,30.160503,66.945113,2024-07-16T02:48:00,Bike stolen from outside the house.
User_245,03371533761,Mobile Snatching,Low,"[{""Name"": ""Witness_54"", ""Contact_No"": ""03218381274""}]",Zarghoon Road Area,30.199137,67.009187,2024-07-16T16:09:00,Victim robbed of mobile while walking.
User_282,03313943400,Motorcycle Theft,Medium,[],Satellite Town Area,30.209886,67.011637,2024-07-17T00:38:00,Motorcycle lock broken at market parking.
User_330,03355161566,Mobile Snatching,Low,"[{""Name"": ""Witness_86"", ""Contact_No"": ""03251838453""}]",Hazara Town Area,30.156445,66.931884,2024-07-18T15:47:00,Victim robbed of mobile while walking.
User_926,03432875544,Car Theft,Medium,"[{""Name"": ""Witness_91"", ""Contact_No"": ""03286486970""}]",Hazara Town Area,30.163789,66.977068,2024-07-18T17:51:00,Parked vehicle stolen overnight.
User_169,03211819825,Assault,Low,"[{""Name"": ""Witness_78"", ""Contact_No"": ""03194844604""}]",Hazara Town Area,30.177699,66.935022,2024-07-19T11:17:00,Street fight resulting in moderate injuries.
User_388,03325129857,Car Theft,Medium,[],Satellite Town Area,30.232865,67.013883,2024-07-20T10:34:00,Parked vehicle stolen overnight.
User_700,03136957184,Robbery,High,"[{""Name"": ""Witness_31"", ""Contact_No"": ""03299066237""}, {""Name"": ""Witness_18"", ""Contact_No"": ""03469047539""}, {""Name"": ""Witness_87"", ""Contact_No"": ""03147469533""}]",Zarghoon Road Area,30.191806,67.024205,2024-07-20T11:36:00,Armed individuals looted the shop.
User_360,03376852871,Motorcycle Theft,Medium,[],Jinnah Road Area,30.207138,67.021078,2024-07-20T13:22:00,Bike stolen from outside the house.
User_611,03375411875,Mobile Snatching,Low,"[{""Name"": ""Witness_59"", ""Contact_No"": ""03169899660""}]",Cantonment Area,30.211089,67.005362,2024-07-20T17:57:00,Phone snatched by two riders on a bike.
User_485,03426073160,Motorcycle Theft,Medium,"[{""Name"": ""Witness_37"", ""Contact_No"": ""03253752965""}]",Cantonment Area,30.179816,67.046832,2024-07-21T10:55:00,Motorcycle lock broken at market parking.
User_425,03258338370,Mobile Snatching,Low,"[{""Name"": ""Witness_28"", ""Contact_No"": ""03328431121""}]",Satellite Town Area,30.224877,67.026815,2024-07-22T03:03:00,Victim robbed of mobile while walking.
User_459,03374442608,Assault,Low,"[{""Name"": ""Witness_34"", ""Contact_No"": ""03387883773""}]",Hazara Town Area,30.169298,66.951232,2024-07-22T18:24:00,Physical altercation outside a local cafe.
User_603,03297971164,Robbery,High,"[{""Name"": ""Witness_52"", ""Contact_No"": ""03447730361""}, {""Name"": ""Witness_29"", ""Contact_No"": ""03188599274""}]",Satellite Town Area,30.182463,67.017559,2024-07-25T20:18:00,Armed individuals looted the shop.
User_305,03274156528,Car Theft,Medium,"[{""Name"": ""Witness_50"", ""Contact_No"": ""03443289313""}]",Hazara Town Area,30.192721,66.96019,2024-07-26T17:30:00,Parked vehicle stolen overnight.
User_627,03462046740,Motorcycle Theft,Medium,[],Sariab Road Area,30.134136,67.001808,2024-07-27T19:13:00,Bike stolen from outside the house.
User_845,03463321473,Motorcycle Theft,Medium,[],Jinnah Road Area,30.200491,67.031601,2024-07-28T10:12:00,Bike stolen from outside the house.
User_319,03171118990,Robbery,High,"[{""Name"": ""Witness_24"", ""Contact_No"": ""03126629080""}, {""Name"": ""Witness_66"", ""Contact_No"": ""03489309244""}, {""Name"": ""Witness_81"", ""Contact_No"": ""03406424831""}, {""Name"": ""Witness_85"", ""Contact_No"": ""03424998295""}]",Nawa Killi Area,30.238309,67.056239,2024-07-29T08:54:00,Armed individuals looted the shop.
User_198,03295023847,Car Theft,Medium,[],Cantonment Area,30.222949,67.018191,2024-07-29T20:52:00,Parked vehicle stolen overnight.
User_967,03246968020,Motorcycle Theft,Medium,[],Satellite Town Area,30.216083,67.031528,2024-07-29T23:35:00,Bike stolen from outside the house.
User_930,03278005017,Assault,Low,"[{""Name"": ""Witness_24"", ""Contact_No"": ""03418287518""}]",Zarghoon Road Area,30.208347,67.010106,2024-07-30T16:41:00,Street fight resulting in moderate injuries.
User_426,03452246186,Assault,Low,"[{""Name"": ""Witness_43"", ""Contact_No"": ""03154327181""}]",Hazara Town Area,30.193753,66.947531,2024-07-31T08:50:00,Physical altercation outside a local cafe.
User_805,03227471554,Motorcycle Theft,Medium,"[{""Name"": ""Witness_80"", ""Contact_No"": ""03213125136""}]",Jinnah Road Area,30.219692,67.007319,2024-07-31T11:34:00,Bike stolen from outside the house.
User_569,03218279206,Robbery,High,"[{""Name"": ""Witness_74"", ""Contact_No"": ""03497203708""}, {""Name"": ""Witness_88"", ""Contact_No"": ""03496313625""}, {""Name"": ""Witness_46"", ""Contact_No"": ""03292065871""}, {""Name"": ""Witness_52"", ""Contact_No"": ""03348944182""}]",Zarghoon Road Area,30.199194,67.016815,2024-08-01T08:27:00,Armed individuals looted the shop.
User_843,03487601506,Car Theft,Medium,[],Jinnah Road Area,30.190306,66.979307,2024-08-02T15:58:00,Parked vehicle stolen overnight.
User_226,03354312422,Assault,Low,"[{""Name"": ""Witness_52"", ""Contact_No"": ""03393788265""}]",Hazara Town Area,30.210318,66.962194,2024-08-02T17:58:00,Physical altercation outside a local cafe.
User_778,03421396216,Assault,Low,[],Satellite Town Area,30.2543,67.007967,2024-08-03T21:47:00,Street fight resulting in moderate injuries.
User_609,03216529991,Mobile Snatching,Low,"[{""Name"": ""Witness_41"", ""Contact_No"": ""03155443269""}]",Cantonment Area,30.204219,67.019707,2024-08-04T03:36:00,Victim robbed of mobile while walking.
User_585,03425007284,Motorcycle Theft,Medium,"[{""Name"": ""Witness_30"", ""Contact_No"": ""03352281710""}]",Sariab Road Area,30.154037,66.996838,2024-08-04T04:34:00,Bike stolen from outside the house.
User_429,03437979052,Motorcycle Theft,Medium,"[{""Name"": ""Witness_95"", ""Contact_No"": ""03482052518""}]",Hazara Town Area,30.164055,66.925374,2024-08-04T17:38:00,Motorcycle lock broken at market parking.
User_443,03437644751,Mobile Snatching,Low,"[{""Name"": ""Witness_47"", ""Contact_No"": ""03129161598""}]",Zarghoon Road Area,30.234192,66.993712,2024-08-05T07:50:00,Victim robbed of mobile while walking.
User_205,03455015049,Motorcycle Theft,Medium,[],Zarghoon Road Area,30.19028,67.017533,2024-08-06T20:20:00,Bike stolen from outside the house.
User_670,03357851597,Motorcycle Theft,Medium,[],Hazara Town Area,30.15481,66.958993,2024-08-08T09:25:00,Bike stolen from outside the house.
User_844,03354193305,Mobile Snatching,Low,[],Cantonment Area,30.190005,67.034572,2024-08-08T20:51:00,Victim robbed of mobile while walking.
User_193,03276059198,Mobile Snatching,Low,[],Nawa Killi Area,30.226476,67.021182,2024-08-08T21:10:00,Phone snatched by two riders on a bike.
User_365,03229318317,Assault,Low,"[{""Name"": ""Witness_92"", ""Contact_No"": ""03279305071""}]",Zarghoon Road Area,30.198273,66.995365,2024-08-09T10:35:00,Physical altercation outside a local cafe.
User_852,03141539299,Robbery,High,"[{""Name"": ""Witness_34"", ""Contact_No"": ""03336308245""}, {""Name"": ""Witness_83"", ""Contact_No"": ""03459610203""}, {""Name"": ""Witness_16"", ""Contact_No"": ""03467636163""}]",Nawa Killi Area,30.244066,67.021627,2024-08-11T17:12:00,Armed individuals looted the shop.
User_129,03216262507,Motorcycle Theft,Medium,"[{""Name"": ""Witness_55"", ""Contact_No"": ""03184300404""}]",Nawa Killi Area,30.248627,66.997926,2024-08-11T19:50:00,Motorcycle lock broken at market parking.
User_370,03411092355,Robbery,High,"[{""Name"": ""Witness_69"", ""Contact_No"": ""03265247373""}, {""Name"": ""Witness_26"", ""Contact_No"": ""03408305631""}, {""Name"": ""Witness_29"", ""Contact_No"": ""03255672047""}, {""Name"": ""Witness_32"", ""Contact_No"": ""03126665716""}]",Satellite Town Area,30.212051,67.000196,2024-08-12T16:19:00,Victim intercepted and robbed at gunpoint.
User_468,03251004113,Motorcycle Theft,Medium,"[{""Name"": ""Witness_41"", ""Contact_No"": ""03214600475""}]",Nawa Killi Area,30.2314,67.032527,2024-08-12T18:17:00,Bike stolen from outside the house.
User_421,03364328506,Motorcycle Theft,Medium,"[{""Name"": ""Witness_33"", ""Contact_No"": ""03301807101""}]",Zarghoon Road Area,30.217066,67.023507,2024-08-15T19:25:00,Bike stolen from outside the house.
User_361,03302840181,Mobile Snatching,Low,[],Zarghoon Road Area,30.208904,67.024075,2024-08-17T08:26:00,Victim robbed of mobile while walking.
User_195,03173287082,Robbery,Critical,"[{""Name"": ""Witness_39"", ""Contact_No"": ""03363927013""}, {""Name"": ""Witness_93"", ""Contact_No"": ""03434091783""}, {""Name"": ""Witness_82"", ""Contact_No"": ""03313198627""}, {""Name"": ""Witness_46"", ""Contact_No"": ""03169914752""}]",Nawa Killi Area,30.224189,67.029102,2024-08-18T21:29:00,Victim intercepted and robbed at gunpoint.
User_781,03192200670,Assault,Low,[],Zarghoon Road Area,30.231943,67.026232,2024-08-20T08:08:00,Physical altercation outside a local cafe.
User_871,03232056879,Mobile Snatching,Low,"[{""Name"": ""Witness_33"", ""Contact_No"": ""03226914140""}]",Sariab Road Area,30.1549,66.95297,2024-08-20T16:33:00,Victim robbed of mobile while walking.
User_942,03116484984,Mobile Snatching,Low,[],Cantonment Area,30.205569,67.047561,2024-08-21T07:16:00,Phone snatched by two riders on a bike.
User_392,03449607209,Assault,Low,[],Hazara Town Area,30.185876,66.93002,2024-08-22T16:42:00,Physical altercation outside a local cafe.
User_191,03205253421,Assault,Low,"[{""Name"": ""Witness_26"", ""Contact_No"": ""03401038439""}]",Nawa Killi Area,30.231259,67.011085,2024-08-24T12:56:00,Physical altercation outside a local cafe.
User_455,03159431950,Robbery,Medium,[],Hazara Town Area,30.185401,66.957124,2024-08-25T09:00:00,Armed individuals looted the shop.
User_317,03359310089,Mobile Snatching,Low,"[{""Name"": ""Witness_54"", ""Contact_No"": ""03423668808""}]",Nawa Killi Area,30.225731,67.018974,2024-08-25T22:51:00,Victim robbed of mobile while walking.
User_418,03115584112,Robbery,High,"[{""Name"": ""Witness_22"", ""Contact_No"": ""03339526153""}, {""Name"": ""Witness_13"", ""Contact_No"": ""03307285488""}, {""Name"": ""Witness_66"", ""Contact_No"": ""03381054094""}]",Cantonment Area,30.202612,67.010314,2024-08-26T08:04:00,Victim intercepted and robbed at gunpoint.
User_212,03335484856,Robbery,High,"[{""Name"": ""Witness_35"", ""Contact_No"": ""03132920163""}, {""Name"": ""Witness_77"", ""Contact_No"": ""03331408634""}]",Zarghoon Road Area,30.211938,67.015823,2024-08-26T08:31:00,Victim intercepted and robbed at gunpoint.
User_831,03123594773,Robbery,High,"[{""Name"": ""Witness_64"", ""Contact_No"": ""03251890202""}, {""Name"": ""Witness_75"", ""Contact_No"": ""03223660044""}]",Satellite Town Area,30.243565,66.982878,2024-08-26T14:16:00,Armed individuals looted the shop.
User_877,03379683379,Mobile Snatching,Low,[],Zarghoon Road Area,30.215288,67.013344,2024-08-26T17:49:00,Victim robbed of mobile while walking.
User_266,03295781685,Mobile Snatching,Low,"[{""Name"": ""Witness_75"", ""Contact_No"": ""03434189989""}]",Sariab Road Area,30.136063,66.991036,2024-08-26T18:48:00,Phone snatched by two riders on a bike.
User_875,03145056540,Mobile Snatching,Low,[],Jinnah Road Area,30.185489,67.015245,2024-08-26T19:54:00,Victim robbed of mobile while walking.
User_362,03335799616,Motorcycle Theft,Medium,[],Nawa Killi Area,30.23542,67.035453,2024-08-27T11:35:00,Bike stolen from outside the house.
User_124,03154238236,Mobile Snatching,Low,[],Cantonment Area,30.189557,67.029943,2024-08-27T15:34:00,Victim robbed of mobile while walking.
User_977,03229421899,Motorcycle Theft,Medium,"[{""Name"": ""Witness_48"", ""Contact_No"": ""03372008559""}]",Hazara Town Area,30.179783,66.981535,2024-08-27T15:45:00,Bike stolen from outside the house.
User_534,03451154313,Motorcycle Theft,Medium,[],Satellite Town Area,30.25565,67.004752,2024-08-28T07:24:00,Bike stolen from outside the house.
User_975,03225895739,Mobile Snatching,Low,"[{""Name"": ""Witness_81"", ""Contact_No"": ""03203431294""}]",Nawa Killi Area,30.240838,67.034225,2024-08-28T10:15:00,Victim robbed of mobile while walking.
User_179,03372538302,Motorcycle Theft,Low,"[{""Name"": ""Witness_88"", ""Contact_No"": ""03111771441""}]",Hazara Town Area,30.166782,66.961882,2024-08-29T03:30:00,Bike stolen from outside the house.
User_126,03136173009,Robbery,High,"[{""Name"": ""Witness_27"", ""Contact_No"": ""03463032255""}, {""Name"": ""Witness_63"", ""Contact_No"": ""03303883815""}, {""Name"": ""Witness_73"", ""Contact_No"": ""03411586059""}]",Zarghoon Road Area,30.193579,67.045914,2024-08-30T08:50:00,Armed individuals looted the shop.
User_297,03323850297,Assault,High,"[{""Name"": ""Witness_27"", ""Contact_No"": ""03434522350""}, {""Name"": ""Witness_34"", ""Contact_No"": ""03272041104""}, {""Name"": ""Witness_93"", ""Contact_No"": ""03306346087""}]",Cantonment Area,30.224253,67.005212,2024-08-30T19:44:00,Street fight resulting in moderate injuries.
User_863,03401713698,Mobile Snatching,Low,"[{""Name"": ""Witness_95"", ""Contact_No"": ""03417946016""}]",Zarghoon Road Area,30.210595,67.02021,2024-08-31T22:30:00,Victim robbed of mobile while walking.
User_514,03403083619,Mobile Snatching,Low,"[{""Name"": ""Witness_28"", ""Contact_No"": ""03405696631""}]",Zarghoon Road Area,30.220353,67.022581,2024-09-03T13:27:00,Phone snatched by two riders on a bike.
User_708,03238860128,Mobile Snatching,Low,"[{""Name"": ""Witness_15"", ""Contact_No"": ""03376245487""}]",Hazara Town Area,30.166768,66.995115,2024-09-03T16:47:00,Phone snatched by two riders on a bike.
User_254,03183796452,Motorcycle Theft,Medium,[],Satellite Town Area,30.225664,66.999187,2024-09-03T18:17:00,Motorcycle lock broken at market parking.
User_618,03104707509,Assault,Low,[],Cantonment Area,30.214713,67.042155,2024-09-04T06:08:00,Street fight resulting in moderate injuries.
User_966,03433552566,Assault,Low,"[{""Name"": ""Witness_55"", ""Contact_No"": ""03327274629""}]",Nawa Killi Area,30.247688,67.024361,2024-09-05T18:02:00,Physical altercation outside a local cafe.
User_574,03363308717,Mobile Snatching,Low,"[{""Name"": ""Witness_27"", ""Contact_No"": ""03216828429""}]",Satellite Town Area,30.211483,66.994534,2024-09-05T21:36:00,Phone snatched by two riders on a bike.
User_639,03388858383,Assault,Medium,[],Nawa Killi Area,30.208152,67.007867,2024-09-06T17:54:00,Physical altercation outside a local cafe.
User_572,03335974301,Motorcycle Theft,Medium,[],Jinnah Road Area,30.216935,67.002199,2024-09-07T09:32:00,Bike stolen from outside the house.
User_184,03143256381,Motorcycle Theft,Medium,"[{""Name"": ""Witness_63"", ""Contact_No"": ""03254379124""}]",Jinnah Road Area,30.186477,67.011366,2024-09-07T18:13:00,Motorcycle lock broken at market parking.
User_471,03247097396,Robbery,Critical,"[{""Name"": ""Witness_87"", ""Contact_No"": ""03496728972""}, {""Name"": ""Witness_31"", ""Contact_No"": ""03473972720""}, {""Name"": ""Witness_64"", ""Contact_No"": ""03367554677""}, {""Name"": ""Witness_13"", ""Contact_No"": ""03338817387""}]",Satellite Town Area,30.209107,67.009561,2024-09-07T21:59:00,Victim intercepted and robbed at gunpoint.
User_136,03296488597,Mobile Snatching,Low,[],Nawa Killi Area,30.259064,67.027015,2024-09-10T08:42:00,Phone snatched by two riders on a bike.
User_174,03193450031,Mobile Snatching,Low,"[{""Name"": ""Witness_32"", ""Contact_No"": ""03107400919""}]",Jinnah Road Area,30.177565,67.010292,2024-09-10T17:11:00,Victim robbed of mobile while walking.
User_610,03307000213,Car Theft,Medium,[],Zarghoon Road Area,30.187073,67.014628,2024-09-11T01:18:00,Parked vehicle stolen overnight.
User_967,03115525850,Mobile Snatching,Low,[],Cantonment Area,30.197243,67.025226,2024-09-11T12:27:00,Phone snatched by two riders on a bike.
User_521,03362715303,Mobile Snatching,Low,[],Satellite Town Area,30.225955,67.004777,2024-09-11T13:53:00,Victim robbed of mobile while walking.
User_124,03334416192,Assault,Medium,"[{""Name"": ""Witness_54"", ""Contact_No"": ""03396276698""}]",Nawa Killi Area,30.247428,67.027665,2024-09-12T10:22:00,Physical altercation outside a local cafe.
User_731,03494283999,Mobile Snatching,Low,"[{""Name"": ""Witness_54"", ""Contact_No"": ""03452744614""}]",Cantonment Area,30.20137,67.018461,2024-09-12T15:42:00,Victim robbed of mobile while walking.
User_812,03111991034,Robbery,High,"[{""Name"": ""Witness_35"", ""Contact_No"": ""03304915334""}, {""Name"": ""Witness_29"", ""Contact_No"": ""03363673789""}]",Jinnah Road Area,30.198449,66.999184,2024-09-13T16:53:00,Victim intercepted and robbed at gunpoint.
